URL: /
Timestamp: Thu Sep 07 2023 22:45:32 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Thu Sep 07 2023 22:45:33 GMT-0600 (Mountain Daylight Time)

URL: /
Timestamp: Thu Sep 07 2023 22:47:14 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Thu Sep 07 2023 22:47:14 GMT-0600 (Mountain Daylight Time)

URL: /documentation
Timestamp: Thu Sep 07 2023 23:00:12 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Thu Sep 07 2023 23:00:12 GMT-0600 (Mountain Daylight Time)

::1 - - [19/Oct/2023:05:20:27 +0000] "GET /movies HTTP/1.1" 200 555 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:12:57 +0000] "GET /movies HTTP/1.1" 200 3962 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:19:25 +0000] "GET /movies/The%20Sandlot HTTP/1.1" 404 159 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:22:11 +0000] "GET /movies/The%20Sandlot HTTP/1.1" 404 159 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:24:06 +0000] "GET /movies/A%20League%20of%20Their%20Own HTTP/1.1" 404 175 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:25:56 +0000] "GET /movies HTTP/1.1" 200 3962 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:26:10 +0000] "GET /movies/The%20Sandlot HTTP/1.1" 404 159 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:26:18 +0000] "GET /movies/The%20Sandlot HTTP/1.1" 404 159 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:29:19 +0000] "GET /movies/The%20Sandlot HTTP/1.1" 404 159 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:33:24 +0000] "GET /movies/The%20Sandlot HTTP/1.1" 404 159 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:40:32 +0000] "GET /movies/The%20Sandlot HTTP/1.1" 404 159 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:47:34 +0000] "GET /movies HTTP/1.1" 200 3962 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:47:45 +0000] "GET /movies/The%20Sandlot HTTP/1.1" 404 159 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:51:02 +0000] "GET /movies/The%20Sandlot HTTP/1.1" 404 159 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:56:14 +0000] "GET /movies/The%20Sandlot HTTP/1.1" 404 159 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:04:58:24 +0000] "GET /movies/genre/Drama HTTP/1.1" 404 157 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:05:41:58 +0000] "GET /movies HTTP/1.1" 200 3962 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:05:42:05 +0000] "GET /movies/The%20Sandlot HTTP/1.1" 200 758 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:05:43:08 +0000] "GET /movies/genre/Drama HTTP/1.1" 200 123 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:05:48:43 +0000] "GET /movies/genre/directors/David%20Mickey%20Evans HTTP/1.1" 404 184 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:05:49:50 +0000] "GET /movies/directors/David%20Mickey%20Evans HTTP/1.1" 200 244 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:05:52:18 +0000] "POST /users HTTP/1.1" 201 79 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:05:54:58 +0000] "PUT /users/1 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:05:57:14 +0000] "POST /users/1/The%20Sandlot HTTP/1.1" 200 44 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:05:58:56 +0000] "DELETE /users/1/The%20Sandlot HTTP/1.1" 200 48 "-" "PostmanRuntime/7.33.0"
::1 - - [20/Oct/2023:06:00:34 +0000] "DELETE /users/1 HTTP/1.1" 200 23 "-" "PostmanRuntime/7.33.0"
::1 - - [01/Feb/2024:03:35:34 +0000] "GET / HTTP/1.1" 200 19 "-" "PostmanRuntime/7.33.0"
::1 - - [01/Feb/2024:03:47:09 +0000] "GET /movies HTTP/1.1" 200 3962 "-" "PostmanRuntime/7.33.0"
::1 - - [01/Feb/2024:03:47:16 +0000] "GET /movies HTTP/1.1" 200 3962 "-" "PostmanRuntime/7.33.0"
::1 - - [01/Feb/2024:05:39:18 +0000] "GET /movies HTTP/1.1" 201 8339 "-" "PostmanRuntime/7.33.0"
::1 - - [01/Feb/2024:05:42:10 +0000] "GET /movies/The%20Sandlot HTTP/1.1" 200 908 "-" "PostmanRuntime/7.33.0"
::1 - - [01/Feb/2024:05:44:07 +0000] "GET /movies/genre/Drama HTTP/1.1" 404 157 "-" "PostmanRuntime/7.33.0"
::1 - - [01/Feb/2024:05:44:23 +0000] "GET /movies/genre/comedy HTTP/1.1" 404 158 "-" "PostmanRuntime/7.33.0"
::1 - - [01/Feb/2024:05:44:44 +0000] "GET /movies/genre HTTP/1.1" 200 4 "-" "PostmanRuntime/7.33.0"
::1 - - [01/Feb/2024:05:45:26 +0000] "GET /movies/genre/drama HTTP/1.1" 404 157 "-" "PostmanRuntime/7.33.0"
